customer_id,gender,senior_citizen,is_senior,partner,dependents,tenure,tenure_group,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,charge_group,total_charges,churn,churn_flag,monthly_revenue_at_risk,annual_revenue_at_risk
7826-VVKWT,Female,1,Senior,Yes,Yes,24,13-24 Months,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,96.55,High Charge,2263.45,No,0,0.0,0.0
1353-GHZOS,Male,0,Non-Senior,Yes,No,22,13-24 Months,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),59.75,Medium Charge,1374.35,No,0,0.0,0.0
2587-EKXTS,Male,0,Non-Senior,No,No,44,25-48 Months,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.5,High Charge,4915.15,No,0,0.0,0.0
5442-BXVND,Female,0,Non-Senior,Yes,Yes,33,25-48 Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.25,Low Charge,838.5,No,0,0.0,0.0
8816-VXNZD,Female,0,Non-Senior,No,No,1,0-6 Months,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,High Charge,75.1,Yes,1,75.1,901.1999999999999
9378-FXTIZ,Female,0,Non-Senior,Yes,No,54,49+ Months,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),70.15,High Charge,3715.65,Yes,1,70.15,841.8000000000001
1723-HKXJQ,Male,0,Non-Senior,No,No,42,25-48 Months,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.75,High Charge,4273.45,Yes,1,101.75,1221.0
7825-GKXMW,Female,0,Non-Senior,No,No,1,0-6 Months,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.8,Medium Charge,45.8,Yes,1,45.8,549.5999999999999
9753-OYLBX,Female,0,Non-Senior,No,No,1,0-6 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,Low Charge,20.5,No,0,0.0,0.0
2364-UFROM,Male,0,Non-Senior,No,No,30,25-48 Months,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,70.4,High Charge,2044.75,No,0,0.0,0.0
6656-JWRQX,Female,0,Non-Senior,No,No,1,0-6 Months,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,30.55,Low Charge,30.55,No,0,0.0,0.0
6473-ULUHT,Male,0,Non-Senior,Yes,Yes,16,13-24 Months,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,84.9,High Charge,1398.25,No,0,0.0,0.0
1240-KNSEZ,Male,0,Non-Senior,No,No,1,0-6 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.1,Low Charge,20.1,Yes,1,20.1,241.20000000000002
0836-SEYLU,Male,0,Non-Senior,Yes,No,9,7-12 Months,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,40.65,Medium Charge,328.95,Yes,1,40.65,487.79999999999995
4433-JCGCG,Male,1,Senior,Yes,No,46,25-48 Months,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.0,High Charge,4680.05,Yes,1,101.0,1212.0
3716-BDVDB,Male,0,Non-Senior,No,No,1,0-6 Months,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,Medium Charge,69.1,Yes,1,69.1,829.1999999999999
7688-AWMDX,Male,0,Non-Senior,Yes,No,71,49+ Months,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),54.5,Medium Charge,3778.2,No,0,0.0,0.0
2842-BCQGE,Male,0,Non-Senior,No,No,43,25-48 Months,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.35,High Charge,3161.4,No,0,0.0,0.0
7244-QWYHG,Male,0,Non-Senior,Yes,No,50,49+ Months,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),44.45,Medium Charge,2188.45,No,0,0.0,0.0
5899-MQZZL,Female,0,Non-Senior,No,No,13,13-24 Months,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.0,High Charge,999.45,Yes,1,75.0,900.0
6849-OYAMU,Male,0,Non-Senior,Yes,Yes,19,13-24 Months,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),100.0,High Charge,1888.65,Yes,1,100.0,1200.0
5312-UXESG,Female,0,Non-Senior,No,No,41,25-48 Months,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.05,High Charge,3990.6,No,0,0.0,0.0
9488-HGMJH,Female,1,Senior,No,No,1,0-6 Months,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.15,High Charge,71.15,Yes,1,71.15,853.8000000000001
6038-GCYEC,Female,0,Non-Senior,No,No,24,13-24 Months,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.15,Medium Charge,1240.25,Yes,1,54.15,649.8
2150-WLKUW,Female,0,Non-Senior,Yes,No,40,25-48 Months,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),63.9,Medium Charge,2635.0,No,0,0.0,0.0
7159-FVYPK,Female,0,Non-Senior,Yes,Yes,3,0-6 Months,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.15,Medium Charge,235.0,No,0,0.0,0.0
7032-LMBHI,Female,0,Non-Senior,No,No,37,25-48 Months,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),64.65,Medium Charge,2347.85,No,0,0.0,0.0
1150-WFARN,Female,0,Non-Senior,Yes,Yes,67,49+ Months,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.75,High Charge,7156.2,Yes,1,108.75,1305.0
6088-BXMRG,Female,0,Non-Senior,Yes,Yes,32,25-48 Months,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,High Charge,3089.6,No,0,0.0,0.0
3144-AUDBS,Female,0,Non-Senior,Yes,No,6,0-6 Months,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.15,Medium Charge,270.8,Yes,1,49.15,589.8
4821-SJHJV,Female,0,Non-Senior,Yes,Yes,32,25-48 Months,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,89.6,High Charge,2901.8,No,0,0.0,0.0
7346-MEDWM,Female,0,Non-Senior,No,No,59,49+ Months,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.25,High Charge,4949.1,No,0,0.0,0.0
1137-DGOWI,Female,0,Non-Senior,Yes,No,30,25-48 Months,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),70.25,High Charge,2198.9,No,0,0.0,0.0
5616-PRTNT,Male,0,Non-Senior,No,Yes,20,13-24 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.4,Low Charge,374.5,Yes,1,19.4,232.79999999999998
3812-LRZIR,Female,0,Non-Senior,Yes,Yes,27,25-48 Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.5,Low Charge,761.95,No,0,0.0,0.0
4818-QIUFN,Female,1,Senior,No,No,20,13-24 Months,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,High Charge,1520.9,Yes,1,79.15,949.8000000000001
9483-GCPWE,Male,0,Non-Senior,No,Yes,9,7-12 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,Low Charge,190.25,No,0,0.0,0.0
4227-OJHAL,Female,0,Non-Senior,Yes,Yes,68,49+ Months,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),73.0,High Charge,5163.0,No,0,0.0,0.0
9220-CXRSC,Female,0,Non-Senior,Yes,Yes,69,49+ Months,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),61.4,Medium Charge,4059.85,No,0,0.0,0.0
4993-JCRGJ,Male,0,Non-Senior,No,No,26,25-48 Months,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,84.3,High Charge,2281.6,No,0,0.0,0.0
9537-JALFH,Male,0,Non-Senior,Yes,Yes,69,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,Low Charge,1356.7,No,0,0.0,0.0
6698-OXETB,Male,0,Non-Senior,No,No,11,7-12 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.4,Low Charge,231.45,No,0,0.0,0.0
2103-ZRXFN,Male,0,Non-Senior,No,No,1,0-6 Months,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.75,Medium Charge,50.75,No,0,0.0,0.0
3724-BSCVH,Male,0,Non-Senior,Yes,Yes,10,7-12 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.45,Low Charge,242.4,No,0,0.0,0.0
4877-TSOFF,Female,0,Non-Senior,Yes,Yes,55,49+ Months,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.75,High Charge,4264.25,No,0,0.0,0.0
9209-NWPGU,Male,0,Non-Senior,No,No,44,25-48 Months,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,65.4,Medium Charge,2774.55,No,0,0.0,0.0
6961-VCPMC,Male,1,Senior,Yes,No,46,25-48 Months,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.4,High Charge,3605.2,Yes,1,80.4,964.8000000000001
7306-YDSOI,Male,0,Non-Senior,Yes,Yes,69,49+ Months,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.75,Medium Charge,4069.9,No,0,0.0,0.0
5288-AHOUP,Male,1,Senior,No,No,11,7-12 Months,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.5,High Charge,874.2,No,0,0.0,0.0
6688-UZPWD,Female,0,Non-Senior,Yes,No,11,7-12 Months,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.0,High Charge,1145.35,Yes,1,102.0,1224.0
0655-YDGFJ,Male,0,Non-Senior,No,No,29,25-48 Months,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),48.95,Medium Charge,1323.7,No,0,0.0,0.0
8468-EHYJA,Female,0,Non-Senior,Yes,No,57,49+ Months,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.65,High Charge,5497.05,No,0,0.0,0.0
6823-SIDFQ,Male,0,Non-Senior,No,No,28,25-48 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,Low Charge,534.7,No,0,0.0,0.0
1097-FSPVW,Female,0,Non-Senior,No,No,42,25-48 Months,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),54.55,Medium Charge,2455.05,No,0,0.0,0.0
2839-RFSQE,Female,0,Non-Senior,No,No,2,0-6 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,Low Charge,38.7,Yes,1,20.65,247.79999999999998
8328-SKJNO,Male,0,Non-Senior,No,Yes,23,13-24 Months,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),40.65,Medium Charge,947.4,No,0,0.0,0.0
7010-ZMVBF,Female,0,Non-Senior,Yes,Yes,18,13-24 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,Low Charge,357.0,No,0,0.0,0.0
5201-CBWYG,Male,0,Non-Senior,Yes,Yes,62,49+ Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.8,Low Charge,1476.25,No,0,0.0,0.0
0968-GSIKN,Female,0,Non-Senior,No,No,1,0-6 Months,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.8,High Charge,70.8,Yes,1,70.8,849.5999999999999
1965-DDBWU,Male,0,Non-Senior,No,No,16,13-24 Months,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.05,High Charge,1448.6,Yes,1,89.05,1068.6
9057-SIHCH,Female,0,Non-Senior,No,No,3,0-6 Months,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.6,High Charge,291.9,Yes,1,96.6,1159.1999999999998
6352-GIGGQ,Male,0,Non-Senior,No,No,67,49+ Months,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),88.8,High Charge,5903.15,No,0,0.0,0.0
3635-QQRQD,Male,0,Non-Senior,No,No,62,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.05,Low Charge,1201.65,No,0,0.0,0.0
6771-XWBDM,Female,0,Non-Senior,Yes,No,57,49+ Months,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,High Charge,5921.35,Yes,1,104.5,1254.0
2897-DOVND,Male,0,Non-Senior,No,No,2,0-6 Months,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,Medium Charge,146.65,No,0,0.0,0.0
3082-YVEKW,Female,0,Non-Senior,Yes,Yes,23,13-24 Months,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),77.15,High Charge,1759.4,No,0,0.0,0.0
0191-EQUUH,Female,0,Non-Senior,No,Yes,25,25-48 Months,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),35.05,Medium Charge,844.45,No,0,0.0,0.0
7134-HBPBS,Female,1,Senior,No,No,72,49+ Months,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,High Charge,7774.05,No,0,0.0,0.0
3489-HHPFY,Female,0,Non-Senior,Yes,No,2,0-6 Months,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.05,High Charge,134.05,No,0,0.0,0.0
2926-JEJJC,Female,0,Non-Senior,No,No,8,7-12 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.2,Low Charge,140.95,No,0,0.0,0.0
8601-QACRS,Female,0,Non-Senior,No,No,5,0-6 Months,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.6,Medium Charge,249.95,Yes,1,50.6,607.2
4950-BDEUX,Male,0,Non-Senior,No,No,35,25-48 Months,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.2,Medium Charge,1701.65,No,0,0.0,0.0
5789-LDFXO,Male,0,Non-Senior,No,No,24,13-24 Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.6,Low Charge,592.65,No,0,0.0,0.0
0508-OOLTO,Female,0,Non-Senior,Yes,Yes,2,0-6 Months,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,High Charge,135.75,No,0,0.0,0.0
2984-TBYKU,Male,0,Non-Senior,Yes,Yes,72,49+ Months,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),104.9,High Charge,7732.65,No,0,0.0,0.0
9822-WMWVG,Female,0,Non-Senior,No,No,41,25-48 Months,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.5,High Charge,4282.4,No,0,0.0,0.0
2391-SOORI,Male,0,Non-Senior,No,Yes,4,0-6 Months,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.35,Medium Charge,219.65,Yes,1,49.35,592.2
9040-KZVWO,Male,0,Non-Senior,No,No,26,25-48 Months,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),75.5,High Charge,2018.1,No,0,0.0,0.0
2645-QTLMB,Male,0,Non-Senior,No,No,7,7-12 Months,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,High Charge,669.0,Yes,1,94.25,1131.0
4806-HIPDW,Female,0,Non-Senior,Yes,No,1,0-6 Months,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.95,Medium Charge,68.95,Yes,1,68.95,827.4000000000001
1548-ARAGG,Female,0,Non-Senior,Yes,Yes,4,0-6 Months,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,58.5,Medium Charge,224.85,No,0,0.0,0.0
6339-RZCBJ,Male,0,Non-Senior,No,No,48,25-48 Months,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),78.9,High Charge,3771.5,No,0,0.0,0.0
4424-TKOPW,Male,1,Senior,No,No,2,0-6 Months,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,High Charge,196.75,Yes,1,93.85,1126.1999999999998
4415-WNGVR,Female,1,Senior,Yes,No,12,7-12 Months,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.2,High Charge,943.85,No,0,0.0,0.0
2522-AHJXR,Male,0,Non-Senior,Yes,No,60,49+ Months,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.45,High Charge,6572.85,No,0,0.0,0.0
0412-UCCNP,Male,0,Non-Senior,No,No,55,49+ Months,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,59.2,Medium Charge,3175.85,No,0,0.0,0.0
1816-FLZDK,Male,0,Non-Senior,No,No,1,0-6 Months,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,29.15,Low Charge,29.15,No,0,0.0,0.0
7096-UCLNH,Male,0,Non-Senior,No,No,1,0-6 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,Low Charge,20.05,No,0,0.0,0.0
8443-ZRDBZ,Male,0,Non-Senior,No,No,4,0-6 Months,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,High Charge,318.9,Yes,1,76.05,912.5999999999999
9136-ALYBR,Male,0,Non-Senior,No,No,1,0-6 Months,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.45,Low Charge,24.45,Yes,1,24.45,293.4
4615-PIVVU,Female,0,Non-Senior,No,No,42,25-48 Months,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),66.5,Medium Charge,2762.75,No,0,0.0,0.0
8885-QSQBX,Female,0,Non-Senior,No,No,1,0-6 Months,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),49.55,Medium Charge,49.55,No,0,0.0,0.0
7479-NITWS,Male,0,Non-Senior,No,No,7,7-12 Months,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.35,High Charge,631.85,Yes,1,89.35,1072.1999999999998
8617-ENBDS,Male,0,Non-Senior,No,No,3,0-6 Months,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),73.6,High Charge,232.5,No,0,0.0,0.0
9385-NXKDA,Female,0,Non-Senior,Yes,No,72,49+ Months,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),82.65,High Charge,5919.35,No,0,0.0,0.0
0430-IHCDJ,Male,0,Non-Senior,No,No,15,13-24 Months,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.0,Medium Charge,749.25,No,0,0.0,0.0
2959-MJHIC,Male,0,Non-Senior,Yes,No,4,0-6 Months,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.35,High Charge,307.4,Yes,1,80.35,964.1999999999999
6674-KVJHG,Female,0,Non-Senior,No,No,11,7-12 Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.2,Low Charge,245.15,No,0,0.0,0.0
1814-DKOLC,Female,0,Non-Senior,No,No,5,0-6 Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.45,Low Charge,134.75,No,0,0.0,0.0
4201-JMNGR,Female,1,Senior,No,No,1,0-6 Months,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.8,Medium Charge,55.8,Yes,1,55.8,669.5999999999999
9351-HXDMR,Male,0,Non-Senior,Yes,No,72,49+ Months,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.9,High Charge,8240.85,No,0,0.0,0.0
3537-HPKQT,Female,0,Non-Senior,Yes,No,55,49+ Months,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),77.75,High Charge,4266.4,No,0,0.0,0.0
2129-ALKBS,Female,0,Non-Senior,Yes,Yes,40,25-48 Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.2,Low Charge,1077.5,No,0,0.0,0.0
5821-MMEIL,Female,0,Non-Senior,Yes,No,57,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,Low Charge,1115.6,No,0,0.0,0.0
5960-WPXQM,Male,0,Non-Senior,No,No,1,0-6 Months,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.05,High Charge,79.05,Yes,1,79.05,948.5999999999999
0684-AOSIH,Male,0,Non-Senior,Yes,No,1,0-6 Months,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,High Charge,95.0,Yes,1,95.0,1140.0
8260-NGFNY,Female,0,Non-Senior,No,No,1,0-6 Months,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.2,Low Charge,25.2,Yes,1,25.2,302.4
1309-XGFSN,Male,1,Senior,Yes,Yes,52,49+ Months,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.85,High Charge,4079.55,No,0,0.0,0.0
1866-RZZQS,Male,1,Senior,No,No,41,25-48 Months,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.4,High Charge,4187.75,Yes,1,98.4,1180.8000000000002
6968-URWQU,Male,0,Non-Senior,Yes,No,43,25-48 Months,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,56.35,Medium Charge,2391.15,No,0,0.0,0.0
4742-TXUEX,Female,0,Non-Senior,Yes,Yes,47,25-48 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.3,Low Charge,890.5,No,0,0.0,0.0
9631-XEYKE,Male,0,Non-Senior,No,No,3,0-6 Months,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.4,Medium Charge,137.25,No,0,0.0,0.0
8631-NBHFZ,Male,1,Senior,Yes,Yes,66,49+ Months,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),79.4,High Charge,5154.6,Yes,1,79.4,952.8000000000001
1335-MXCSE,Male,0,Non-Senior,Yes,Yes,55,49+ Months,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),55.25,Medium Charge,3119.9,No,0,0.0,0.0
8873-TMKGR,Male,0,Non-Senior,No,No,29,25-48 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.1,Low Charge,529.5,No,0,0.0,0.0
8800-JOOCF,Female,0,Non-Senior,No,Yes,12,7-12 Months,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.05,High Charge,966.55,No,0,0.0,0.0
1469-LBJQJ,Female,0,Non-Senior,Yes,No,66,49+ Months,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.2,High Charge,6936.85,No,0,0.0,0.0
4958-XCBDQ,Male,1,Senior,No,No,35,25-48 Months,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,High Charge,3496.3,Yes,1,101.4,1216.8000000000002
8337-UPOAQ,Male,1,Senior,Yes,No,10,7-12 Months,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.8,High Charge,914.3,Yes,1,89.8,1077.6
0064-YIJGF,Male,0,Non-Senior,Yes,Yes,27,25-48 Months,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.75,High Charge,1929.0,No,0,0.0,0.0
2386-OWURY,Female,0,Non-Senior,No,No,58,49+ Months,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.3,High Charge,5817.7,No,0,0.0,0.0
1725-IQNIY,Male,0,Non-Senior,Yes,No,54,49+ Months,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.75,High Charge,6110.2,Yes,1,109.75,1317.0
0310-VQXAM,Male,0,Non-Senior,No,No,9,7-12 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,Low Charge,178.8,No,0,0.0,0.0
6598-RFFVI,Male,0,Non-Senior,No,No,2,0-6 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,Low Charge,28.3,Yes,1,19.3,231.60000000000002
3453-RTHJQ,Male,0,Non-Senior,No,No,6,0-6 Months,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,Medium Charge,435.0,No,0,0.0,0.0
